id,gloss,speaker_code,speaker_role,ambiguous_word,ambiguous_meaning,ambiguous_verb_final_noun
9061263,I don't want any little bits of nails to get in between your toes otherwise it will tickle,MOT,Mother,nail,body part,want
9066818,I painted my toe nails what color are they,MOT,Mother,nail,body part,paint
9066935,so I'm sure later on it will come off in the bath if not I'll hafta get nail polish remover and remove the whole of the polish from that big toe and paint it pink so it matches the others,MOT,Mother,nail,body part,NA
9074845,shall we cut your nails on your fingers,MOT,Mother,nail,body part,cut
9075037,trim your nails,MOT,Mother,nail,body part,trim
9075049,your nails,MOT,Mother,nail,body part,NA
9075092,we'll quickly finish your nails first,MOT,Mother,nail,body part,finish
9075284,look at this nail,MOT,Mother,nail,object,look at
9075410,a nail,INV,Investigator,nail,object,NA
9083389,if you do that with your nails,MOT,Mother,nail,body part,do with
9083668,you're bigger than me and you oughta get your toe nails cut,MOT,Mother,nail,body part,get
9089852,look at those long nails,MOT,Mother,nail,NA,NA
9094056,I'm just scrubbing my hands because I've got Play_Doh in my nails,MOT,Mother,nail,body part,NA
9094392,well I'm just I've scrubbed my nails and I'm washing my feet now because I think I was treading in Play_Doh like you were,MOT,Mother,nail,body part,scrub
9095196,n for nails,MOT,Mother,nail,body part,NA
9095232,how many nails have you got,MOT,Mother,nail,body part,have
9095270,what does Mama do to your nails on your fingers,MOT,Mother,nail,body part,do to
9104710,shall we cut your nails today,MOT,Mother,nail,body part,cut
9104717,let's cut your nails,MOT,Mother,nail,body part,cut
9104902,three nails clever girl,MOT,Mother,nail,NA,NA
9105146,right just let Mama do your nails first and then,MOT,Mother,nail,body part,do
9105256,can you see all the nails on there,MOT,Mother,nail,body part,see
9105409,alright alright let me just cut your nails and then we'll put that one back on,MOT,Mother,nail,body part,cut
9112611,have you got nail varnish on,MOT,Mother,nail,body part,NA
9134996,are you gonna put the nails on,INV,Investigator,nail,body part,put on
9135012,draw the nails,MOT,Mother,nail,body part,draw
9135076,when shall we cut your nails,FAT,Father,nail,body part,cut
9135097,what does Mama put on her nails sometimes,MOT,Mother,nail,body part,put on
9135138,nail varnish,MOT,Mother,nail,body part,NA
9135152,nail varnish,INV,Investigator,nail,body part,NA
9135189,what color nail varnish,MOT,Mother,nail,body part,NA
9135213,what color nail varnish does Mama put on,MOT,Mother,nail,body part,NA
9135273,Mama's painting her nails,MOT,Mother,nail,body part,paint
9141467,oh look what you've got in your nails,MOT,Mother,nail,body part,have in
9141505,Eleanor you don't put Play_Doh in your nails,MOT,Mother,nail,body part,put in
9141542,Mama hasn't got Play_Doh in her nails,MOT,Mother,nail,body part,have in
9149297,don't do that with your nails,MOT,Mother,nail,body part,do with
9150960,what nails darling,MOT,Mother,nail,body part,NA
9151964,so do your nails need cutting on your toes,MOT,Mother,nail,body part,do
9152035,do your nails need cutting,MOT,Mother,nail,body part,do
9152049,oh Eleanor what have you got on your nails,MOT,Mother,nail,body part,have on
9152099,why have you got clay on your nails darling,MOT,Mother,nail,body part,have on
9163935,xxx lots of nails there,MOT,Mother,nail,NA,NA
9165101,and a big nail fell and,FAT,Father,nail,NA,NA
9167697,there's nails out there,MOT,Mother,nail,NA,NA
9169162,if you wanna come here you come over the sofa because there's nails here,MOT,Mother,nail,NA,NA
9190006,let's see your nails,MOT,Mother,nail,body part,see
9190051,let's see your nails,MOT,Mother,nail,body part,see
9190095,shall we get the nail cutter,MOT,Mother,nail,body part,NA
9194893,shall I go and get the nail+cutter and cut the nails and then you can cut your baby's nails as well,MOT,Mother,nail,body part,cut
9194989,you know if you don't cut your nails you know what happens,MOT,Mother,nail,body part,cut
9195127,shall I get the nail+cutter and you can cut Pony's nails,MOT,Mother,nail,body part,cut
9202113,don't put your nails in,MOT,Mother,nail,body part,put in
9202299,baby hasn't got long nails,MOT,Mother,nail,body part,have
9210734,put nail varnish on,MOT,Mother,nail,body part,NA
9210761,xxx the nails,MOT,Mother,nail,NA,NA
9210856,then when you're finished I'll cut your nails for you,MOT,Mother,nail,body part,cut
9210933,Mama's cutting her nails because they're very sharp,MOT,Mother,nail,body part,cut
9211641,can I cut your nails for you my darling,MOT,Mother,nail,body part,cut
9211659,let me see your nails,MOT,Mother,nail,body part,see
9211670,put this paper here and I'll just cut your nails xxx,MOT,Mother,nail,body part,cut
9211763,then you we'll throw the nails away,MOT,Mother,nail,body part,throw away
9211838,well we'll throw it away the nails,MOT,Mother,nail,body part,throw away
9211880,very sharp your nails,MOT,Mother,nail,body part,NA
9212937,they've got nails in them,MOT,Mother,nail,NA,NA
9214318,he hammered the nails so fast that some of them so fast that some of them did not go through the pieces of wood,MOT,Mother,nail,object,hammer
9214338,he laid the roof on and did not bother to nail it down,MOT,Mother,nail,object,NA
9229314,they're not nails darling,MOT,Mother,nail,object,be
9249855,and when you've finished I'll do your nails for you,MOT,Mother,nail,body part,do
9250828,then we'll throw the nails away,MOT,Mother,nail,body part,throw away
9250974,the nails,MOT,Mother,nail,NA,NA
9251031,very sharp your nails,MOT,Mother,nail,body part,NA
9271550,let's see your nails,MOT,Mother,nail,body part,see
9293060,put his nails like that,MOT,Mother,nail,NA,NA
9316700,remember what you're not allowed to wear nail varnish are you,MOT,Mother,nail,body part,NA
9317079,Eleanor don't get it all on your nails remember,MOT,Mother,nail,body part,get on
9319851,this nail varnish,MOT,Mother,nail,body part,NA
9333141,your nails need cutting,MOT,Mother,nail,body part,NA
9346036,you've got long nails as well haven't you,MOT,Mother,nail,body part,have
9359682,your nails need cutting,MOT,Mother,nail,body part,NA
9359683,get the nail cutter,MOT,Mother,nail,body part,NA
9366553,we'll hafta do your nails on this,MOT,Mother,nail,body part,do
9367349,let's look at your nails,MOT,Mother,nail,body part,look at
9367382,could do with cutting your nails couldn't we,MOT,Mother,nail,body part,cut
9367426,yes your nails are all long,MOT,Mother,nail,body part,NA
9371981,look at your nails,MOT,Mother,nail,body part,look at
9371997,got to cut your nails as well don't we,MOT,Mother,nail,body part,cut
9372031,yeah your nails are very long,MOT,Mother,nail,body part,NA
9372380,I needta nail down the new floor boards with my hammer,MOT,Mother,nail,object,NA
9372505,he's banging the nails down isn't he,MOT,Mother,nail,object,bang down
9373390,we hafta cut your nails don't we,MOT,Mother,nail,body part,cut
9373425,yeah your nails have got very long again,MOT,Mother,nail,body part,NA
9418484,look at your nails as well,MOT,Mother,nail,body part,look at
9418541,your nails,MOT,Mother,nail,body part,NA
9421566,look at your nail Fraser,MOT,Mother,nail,body part,look at
9421586,I think we've got to cut that nail,MOT,Mother,nail,body part,cut
9422462,oh we needta cut your nails Fraser,MOT,Mother,nail,body part,cut
9422494,your nails are very long,MOT,Mother,nail,body part,NA
9423750,what's wrong with your nail,MOT,Mother,nail,body part,NA
9433827,can I cut your nails,MOT,Mother,nail,body part,cut
9434697,that's to cut your nails,MOT,Mother,nail,body part,cut
9434720,shall we cut your nails,MOT,Mother,nail,body part,cut
9434846,can Mummy do your nails,MOT,Mother,nail,body part,do
9440729,you hurt your nail,MOT,Mother,nail,body part,hurt
9441562,oh and look at your nails,MOT,Mother,nail,body part,look at
9441582,we'll hafta cut your nails as well won't we,MOT,Mother,nail,body part,cut
9441873,can I cut your nails now Fraser,MOT,Mother,nail,body part,cut
9441962,I'm gonna cut Jwww's nails then,MOT,Mother,nail,body part,cut
9442184,I'm cutting Jwww's nails,MOT,Mother,nail,body part,cut
9442291,Jwww doesn't wanna look like a girl so he's having his nails cut like a good boy,MOT,Mother,nail,body part,have
9457712,we hafta cut your nails don't we,MOT,Mother,nail,body part,cut
9459406,your nails need cutting Fraser,MOT,Mother,nail,body part,NA
9459454,Daddy's had his nails cut,MOT,Mother,nail,body part,have
9459711,Daddy's had his nails cut,MOT,Mother,nail,body part,have
9459727,you hafta have them cut because you'll hurt people with your nails,MOT,Mother,nail,body part,hurt with
9472186,can I cut your nails now Fraser,MOT,Mother,nail,body part,cut
9504726,we hafta cut your nails,MOT,Mother,nail,body part,cut
9570573,you look just like a girl with long nails,MOT,Mother,nail,body part,NA
9570599,have you seen Jwww's nails,MOT,Mother,nail,body part,see
9570680,boys should have nice short nails like Daddy,MOT,Mother,nail,body part,NA
9570712,look Mummy's got long nails,MOT,Mother,nail,body part,have
9570734,so boys shouldn't have long nails,MOT,Mother,nail,body part,have
9570752,should have short nails,MOT,Mother,nail,body part,have
9576786,they're using the hammer to bang the nails in,MOT,Mother,nail,object,bang
9577022,put another nail in,MOT,Mother,nail,NA,NA
9592882,you've got sharp nails Fraser,MOT,Mother,nail,body part,have
9592908,you need your nails cutting,MOT,Mother,nail,body part,need
9619719,look you just look at your nails and go like that,MOT,Mother,nail,body part,look at
9625445,you've got nice hair now so you should have nice short nails like your nice short hair,MOT,Mother,nail,body part,have
9625561,Jwww doesn't cry when he has his nails cut,MOT,Mother,nail,body part,have
9625575,Jwww likes having his nails cut,MOT,Mother,nail,body part,have
9665845,oh you've got some nail polish on,INV,Investigator,nail,body part,NA
9665849,did your mummie put your nail polish on for you,INV,Investigator,nail,body part,NA
9673065,three four Wendy nails hammers in the floor,MOT,Mother,nail,object,NA
9679437,a nail,INV,Investigator,nail,NA,NA
9698421,my nails are longer than yours,INV,Investigator,nail,body part,NA
9743604,a nail in,MOT,Mother,nail,object,NA
9762175,oh don't you bang nails in with it,MOT,Mother,nail,object,bang in
9762191,you bang a yellow nail through,MOT,Mother,nail,object,bang through
9799752,Gary leave your nails alone,MOT,Mother,nail,body part,leave
9800423,I don't bite my nails any more,TRA,Child,nail,body part,bite
9800456,you don't bite your nails,MOT,Mother,nail,body part,bite
9800493,no it isn't very nice is it to bite your nails,MOT,Mother,nail,body part,bite
9816991,I've only got two nails to do on that hand silly boy oh,MOT,Mother,nail,body part,have
9825481,some nails,FAT,Father,nail,NA,NA
9858734,I'm going to hammer my nails,JON,Brother,nail,object,hammer
9912062,you've got nails that need cutting,MOT,Mother,nail,body part,have
9913657,I just caught you with my nail,MOT,Mother,nail,NA,NA
9929826,nail cutting,MOT,Mother,nail,body part,NA
9929858,I'm getting the nail clippers,MOT,Mother,nail,body part,NA
9929983,nail clippers,MOT,Mother,nail,body part,NA
9930066,look at these nails,MOT,Mother,nail,body part,nail
9930077,look at the size of these nails,MOT,Mother,nail,body part,look at
9930869,mummy doesn't need her nails cutting,MOT,Mother,nail,body part,need
9931103,nails,MOT,Mother,nail,NA,N
9961697,not with your nails,DAD,Father,nail,body part,NA
9969650,now nail the pieces together very carefully,ELS,Grandmother,nail,object,NA
9981270,your nails,MOT,Mother,nail,body part,NA
9981438,or do you want me to do your nails,MOT,Mother,nail,body part,do
9981529,then I'll do your nails,MOT,Mother,nail,body part,do
9982918,do you want your nails cut now,MOT,Mother,nail,body part,want
9983618,do you like having your nails are cut,MOT,Mother,nail,body part,have
9984127,you don't need your nails cut to be pretty,MOT,Mother,nail,body part,need
9987070,xxx green nails,MOT,Mother,nail,NA,NA
9991665,now nail the pieces together very carefully,MOT,Mother,nail,object,NA
10017221,a nail,MOT,Mother,nail,NA,NA
10021828,got a nail,MOT,Mother,nail,NA,NA
10021947,now nail pieces together very carefully,MOT,Mother,nail,object,NA
10056414,well can I get some clippers to do Amy's nails first because she keeps scratching me,MOT,Mother,nail,body part,do
10068483,sticking his nails in me,MOT,Mother,nail,body part,stick in
10068551,let me cut her nails before she plays with the balloons,MOT,Mother,nail,body part,cut
10115815,I tried it with him cause I was cutting his finger nails and I says look at the way he can lie,GRA,Grandmother,nail,body part,cut
10115838,I wonder what it is about not getting their toe nails cut,GRA,Grandmother,nail,body part,get
10126671,have you got nail varnish on,INV,Investigator,nail,body part,NA
10127177,are you going to do my nails for me,INV,Investigator,nail,body part,do
10127190,if you saw my nails Michelle you wouldn't get any,INV,Investigator,nail,body part,see
10129121,do you like putting nail polish on,INV,Investigator,nail,body part,NA
10129925,is this your nail polish,INV,Investigator,nail,body part,NA
10134684,oh a big nail,INV,Investigator,nail,body part,NA
10142409,you've got your nail polish on Rachel,MOT,Mother,nail,body part,NA
10142420,are you going to show Rose your nail polish,MOT,Mother,nail,body part,NA
16794766,nail brushes you have one it's a frog,MOT,Mother,nail,body part,NA
16800582,you need another nail oh it's xxx over here,MOT,Mother,nail,NA,NA
16807817,take your nail,MOT,Mother,nail,NA,NA
16816304,nail,MOT,Mother,nail,NA,NA
16842940,I think I'm gonna give you some real nails,MOT,Mother,nail,NA,NA
16845060,yeah we clipped your nails today didn't we,MOT,Mother,nail,body part,clip
16845176,clip you nails yeah,MOT,Mother,nail,body part,clip
16845277,yeah we clipped your nails,MOT,Mother,nail,body part,clip
16856382,got the hammer and nails,MOT,Mother,nail,object,have
16861136,yep you could get a hammer and nails and bang on it,MOT,Mother,nail,object,get
16869241,let's hope he puts the nails in,MOT,Mother,nail,object,put in
16869270,he forgot to put the nails in and the chair fell down,MOT,Mother,nail,object,put in
16905269,and there's the man on the roof he's hammering the nail,MOT,Mother,nail,object,hammer
16917392,is that mommy's nail,MOT,Mother,nail,body part,be
16917425,two nails,MOT,Mother,nail,body part,NA
16917446,three nails,MOT,Mother,nail,body part,NA
16917461,four nails,MOT,Mother,nail,body part,NA
16917485,five nails,MOT,Mother,nail,body part,NA
16930331,right he's cleaning his nails,MOT,Mother,nail,body part,clean
16931023,is trim your nails,MOT,Mother,nail,body part,trim
16931064,but I think your lil nail clippers are in the car,MOT,Mother,nail,body part,NA
16932957,huh look your nail clippers are right here honey,MOT,Mother,nail,body part,NA
16932982,we're in luck because momma's gonna trim those nails,MOT,Mother,nail,body part,trim
16933006,because this oh my gosh look how long that nail is,MOT,Mother,nail,body part,NA
16933264,ya know what sweetie yeah oh you're clipping your nails that's great,MOT,Mother,nail,body part,clip
16933336,your nails look great,MOT,Mother,nail,body part,NA
16933351,you wanna trim mommy's nails,MOT,Mother,nail,body part,trim
16933400,I am so happy with my nail clipping,MOT,Mother,nail,body part,NA
16951768,oh_my_goodness there's a tiny little nail on the floor that's dangerous,MOT,Mother,nail,object,be
16973873,and you love those nail clippers,MOT,Mother,nail,body part,NA
16974766,that is a bunch of very ah look at those nails they're so dirty I havta clean them ah,MOT,Mother,nail,body part,look at
16974859,oh my gosh we've got to trim those nails,MOT,Mother,nail,body part,trim
16982888,oh okay that's a good idea oh we hafta trim that nail it is so long,MOT,Mother,nail,body part,trim
16983839,does one nail fit inside the other nail,MOT,Mother,nail,NA,NA
16992357,mommy has to put some nail polish on honey do you wanna put nail polish on,MOT,Mother,nail,body part,NA
17019809,with my finger nails right,MOT,Mother,nail,body part,NA
17026093,actually you know what I can put them on my nails my finger nails,MOT,Mother,nail,body part,put on
17026110,they'll stay better on my finger nails,MOT,Mother,nail,body part,stay on
17042571,get her some woods a hammer and nails,MOT,Mother,nail,object,get
17042583,there's a hammer and nails and there's lots_of wood here,MOT,Mother,nail,object,be
17050885,I think that's supposed to be a nail,MOT,Mother,nail,object,be
17051144,Naima is putting the nail in the hole of her toolbox,MOT,Mother,nail,object,put in
17088566,nail polish,MOT,Mother,nail,body part,NA
17088594,Sleepy Bear was pretending that was nail polish,MOT,Mother,nail,body part,NA
17091761,nail polish a brush a makeup brush,MOT,Mother,nail,body part,NA
17097048,hammering a nail with a red hammer,MOT,Mother,nail,object,hammer
17104889,see I got a little hang nail in there,MOT,Mother,nail,object,get in
17108343,we need to cut your nails don't we,MOT,Mother,nail,body part,cut
17108346,let's see if the nail clipper's down here,MOT,Mother,nail,body part,NA
17108556,clip Mommy's nails here,MOT,Mother,nail,body part,clip
17108858,you wanna do more nail clipping,MOT,Mother,nail,body part,NA
17108869,Max never likes having his nails clipped,FAT,Father,nail,body part,have
17109125,Mommy gonna clip her nails now,MOT,Mother,nail,body part,clip
17159887,okay well come here lemme cut your nails then and then we'll be finished,MOT,Mother,nail,body part,cut
17159909,who's got long nails,MOT,Mother,nail,body part,have
17162015,no oh you need to get your nails cut,MOT,Mother,nail,body part,get
17162021,when I see a dirty nail that means,MOT,Mother,nail,body part,see
17173397,not your nail your finger tip like this,MOT,Mother,nail,body part,NA
17174425,that was his nails were too long,MOT,Mother,nail,body part,NA
17174464,right did we clip your nails last night,MOT,Mother,nail,body part,clip
17175194,with his nails they were,MOT,Mother,nail,body part,NA
17192077,Mommy's gonna nail a,MOT,Mother,nail,object,NA
17192291,uh Mommy needs to find some nails,MOT,Mother,nail,object,find
17192305,because I hafta nail this blanket up,MOT,Mother,nail,object,NA
17231496,oh lemme see your nails,MOT,Mother,nail,body part,see
